"branch","url","sha","ahead","behind","contained","patch_equivalent_to_main","patch_check","last_activity","author","subject","changed_file_count","subsystems","name_family","classification","recommended_action","confidence","uncertainty"
"pr-024-claude-identity-tests","https://github.com/KooshaPari/OmniRoute/tree/pr-024-claude-identity-tests","667163061fb2b883f2f31512994d23313c2aafc5","4519","224","False","False","not-run","6/30/2026 12:25:53 AM","KooshaPari","test(executors): add claudeIdentity unit tests (PR-024)","0","none","pr-024-claude-identity-tests","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"pr-025-budget-forecast","https://github.com/KooshaPari/OmniRoute/tree/pr-025-budget-forecast","e47bc5f3de0224401cc848d63b745e3d7260e5f5","4677","224","False","False","not-run","6/30/2026 9:25:05 AM","KooshaPari","feat(api): /api/compression/budget/forecast route + 30+ tests (PR-026) (#167)","0","none","pr-025-budget-forecast","duplicate","retain-one-tip;archive-duplicates-after-review","high","identical tip shared by: pr-025-budget-forecast, rebase/pr-025-budget-forecast"
"pr-027-codex-payload-tests","https://github.com/KooshaPari/OmniRoute/tree/pr-027-codex-payload-tests","21f2640295478d948908cbb653ead5e23012308f","4678","224","False","False","not-run","6/30/2026 9:25:58 AM","KooshaPari","test(executors): add 40+ unit tests for codex request payload (PR-027)","0","none","pr-027-codex-payload-tests","duplicate","retain-one-tip;archive-duplicates-after-review","high","identical tip shared by: pr-027-codex-payload-tests, rebase/pr-027-codex-payload-tests"
"pr-5804-minimax-m3-replay","https://github.com/KooshaPari/OmniRoute/tree/pr-5804-minimax-m3-replay","b8939ca1cd60239358e3ee32a3ea7904bb62281f","4658","224","False","False","not-run","7/3/2026 12:00:20 PM","Diego Rodrigues de Sa e Souza","Merge release/v3.8.44 into pr-5804-minimax-m3-replay","0","none","pr-5804-minimax-m3-replay","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"pr-6011-latency-fresh","https://github.com/KooshaPari/OmniRoute/tree/pr-6011-latency-fresh","0ca10af534abc14feb237e5e07e9941f1026db20","4634","224","False","False","not-run","7/3/2026 2:27:51 AM","kooshapari","Rebaseline PR #6011 release drift","0","none","pr-6011-latency-fresh","duplicate","retain-one-tip;archive-duplicates-after-review","high","identical tip shared by: feat/port-pr-9999-latency-speed-mode, pr-6011-latency-fresh"
"qol/dashboard-combos-error-toast","https://github.com/KooshaPari/OmniRoute/tree/qol%2Fdashboard-combos-error-toast","064d67230f6ecc280aca850cb95267e031cf649e","4558","224","False","False","not-run","6/23/2026 7:58:02 PM","Koosha Pari","fix(dashboard): surface server error on toggle isActive failure (handleToggleCombo)","0","none","qol-dashboard-combos-error-toast","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"qol/dashboard-combos-toast-v2","https://github.com/KooshaPari/OmniRoute/tree/qol%2Fdashboard-combos-toast-v2","f7c36798560ddcafe54a174d078b81d748ef99e6","4658","224","False","False","not-run","6/25/2026 11:23:12 PM","Koosha Pari","fix(dashboard): surface server error on toggle isActive failure (handleToggleCombo)","0","none","qol-dashboard-combos-toast","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"rebase/pr-012","https://github.com/KooshaPari/OmniRoute/tree/rebase%2Fpr-012","92825af9fc112a1cc7abc5fd98fb808da4867207","0","207","True","False","tip-contained","7/2/2026 3:30:23 PM","KooshaPari","fix(db): renumber colliding migrations 108→120, 112→121 after upstream v3.8.43 merge (#213)","0","none","pr","superseded","archive-after-owner-review","high",""
"rebase/pr-014","https://github.com/KooshaPari/OmniRoute/tree/rebase%2Fpr-014","b4097bb85e6d650b1085b69b6e3132249fe15650","1","207","False","False","not-run","7/2/2026 3:52:24 PM","KooshaPari","refactor(executors): extract reasoning-effort maps leaf (PR-014)","2","routing","pr","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"rebase/pr-020-chatcore-getupstreamerroridentifier-extraction","https://github.com/KooshaPari/OmniRoute/tree/rebase%2Fpr-020-chatcore-getupstreamerroridentifier-extraction","8730d5b473da927fac2f8647ca684674596c5810","4678","224","False","False","not-run","6/30/2026 9:27:51 AM","KooshaPari","fix(test): remove pattern assertions to match actual GEMINI_UNSUPPORTED_SCHEMA_KEYS set","0","none","pr-020-chatcore-getupstreamerroridentifier-extraction","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"rebase/pr-025-budget-forecast","https://github.com/KooshaPari/OmniRoute/tree/rebase%2Fpr-025-budget-forecast","e47bc5f3de0224401cc848d63b745e3d7260e5f5","4677","224","False","False","not-run","6/30/2026 9:25:05 AM","KooshaPari","feat(api): /api/compression/budget/forecast route + 30+ tests (PR-026) (#167)","0","none","pr-025-budget-forecast","duplicate","retain-one-tip;archive-duplicates-after-review","high","identical tip shared by: pr-025-budget-forecast, rebase/pr-025-budget-forecast"
"rebase/pr-027-codex-payload-tests","https://github.com/KooshaPari/OmniRoute/tree/rebase%2Fpr-027-codex-payload-tests","21f2640295478d948908cbb653ead5e23012308f","4678","224","False","False","not-run","6/30/2026 9:25:58 AM","KooshaPari","test(executors): add 40+ unit tests for codex request payload (PR-027)","0","none","pr-027-codex-payload-tests","duplicate","retain-one-tip;archive-duplicates-after-review","high","identical tip shared by: pr-027-codex-payload-tests, rebase/pr-027-codex-payload-tests"
"rebase/pr-028-combo-helper-extract","https://github.com/KooshaPari/OmniRoute/tree/rebase%2Fpr-028-combo-helper-extract","3f21f4efed723ade77d9b39b708b4d53c903a1c5","4677","224","False","False","not-run","6/30/2026 9:26:43 AM","kooshapari","fix(typecheck): restore tsconfig.typecheck-core.json deleted by PR refactor","0","none","pr-028-combo-helper-extract","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"rebase/5887","https://github.com/KooshaPari/OmniRoute/tree/rebase%2F5887","ed17c46a25bc8cc04da596b580e9511f98b114df","0","205","True","False","tip-contained","7/2/2026 3:51:33 PM","KooshaPari","refactor(executors): extract stripVersionedToolModelPrefix leaf (PR-016) (#221)","0","none","5887","superseded","archive-after-owner-review","high",""
"rebase-144","https://github.com/KooshaPari/OmniRoute/tree/rebase-144","9e57828f566d3a5d27e22bf8ae3850c200a94bfe","4718","224","False","False","not-run","7/2/2026 12:45:23 AM","KooshaPari","feat(v30-T1): C4 fleet inventory, contract tests CI, CycloneDX SBOM gen, lock hash check, SSOT drift cron (#121)","0","none","144","duplicate","retain-one-tip;archive-duplicates-after-review","high","identical tip shared by: pr-012-user-agent-header-extraction, rebase-144"
"rebase-feat/bifrost-provider-map","https://github.com/KooshaPari/OmniRoute/tree/rebase-feat%2Fbifrost-provider-map","3d187449898e596e3c97b7105a179110bdaa2604","4663","224","False","False","not-run","6/29/2026 3:03:10 PM","Koosha Pari","feat: add Bifrost provider map for OmniRoute -> Bifrost provider ID translation","0","none","feat-bifrost-provider-map","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"rebase-upstream-pr/kill-switch-extraction","https://github.com/KooshaPari/OmniRoute/tree/rebase-upstream-pr%2Fkill-switch-extraction","431b292882d9b988f2680af846bfdb03f1ac1bdb","4663","224","False","False","not-run","6/29/2026 3:03:35 PM","Koosha Pari","feat(relay): Bifrost kill switch (auto-fallback on degradation)","0","none","upstream-pr-kill-switch-extraction","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"release/v3.8.8","https://github.com/KooshaPari/OmniRoute/tree/release%2Fv3.8.8","c4bcb71fbc5773fd8c2f1586d6466f626015f92c","3469","224","False","False","not-run","6/18/2026 1:10:33 AM","KooshaPari","refactor(omniRoute): consolidate api key CRUD coverage","0","none","release-v3-8-8","archive","retain-as-read-only-donor","medium","patch identity and subsystem scan incomplete"
"release/v3.8.37","https://github.com/KooshaPari/OmniRoute/tree/release%2Fv3.8.37","ae52cdd1c99c82c786402a1e40d4785c855f4b6a","4602","224","False","False","not-run","7/2/2026 12:01:00 AM","KooshaPari","feat(http2): PR-040 HTTP/2 connection multiplexing for providers (#130)","0","none","release-v3-8-37","archive","retain-as-read-only-donor","medium","patch identity and subsystem scan incomplete"
"release/v3.8.49","https://github.com/KooshaPari/OmniRoute/tree/release%2Fv3.8.49","c7a52125c9734d12951ad1528cbeabb8e7f5da2d","4996","224","False","False","not-run","7/14/2026 2:07:57 PM","KooshaPari","chore: establish Bun package management (#317)","0","none","release-v3-8-49","archive","retain-as-read-only-donor","medium","patch identity and subsystem scan incomplete"
"security/fix-yaml-safe-load","https://github.com/KooshaPari/OmniRoute/tree/security%2Ffix-yaml-safe-load","d101bb1d6239ea7f784175461a362ae94bd72013","2331","224","False","False","not-run","5/28/2026 1:26:50 AM","Forge","chore(OmniRoute): workflow hygiene — ubuntu-24.04, permissions","0","none","security-fix-yaml-safe-load","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"ship/router-eval-retained-gate","https://github.com/KooshaPari/OmniRoute/tree/ship%2Frouter-eval-retained-gate","af4504a436f034ee6c086f638930ecf7430e3d8a","2","195","False","False","not-run","7/2/2026 8:29:54 PM","Koosha Pari","ci(security): replace broken gitleaks action","11","ci;other;tests;tooling","router-eval-retained-gate","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/antigravity-nvidia-fallback-2026-06-24","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fantigravity-nvidia-fallback-2026-06-24","fe705a0c7ac2fda7976da9ccd014fc6ee31a78e1","4519","224","False","False","not-run","6/24/2026 3:13:25 AM","KooshaPari","fix: add Antigravity 'invalid argument' fallback + NVIDIA Minimax model family (#1)","0","none","antigravity-nvidia-fallback","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/bifrost-docs","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fbifrost-docs","44a50ba1db7c7af2ff9e40269867b66892cce500","4519","224","False","False","not-run","6/24/2026 7:09:55 PM","Koosha Pari","docs(bifrost): add operator guide, migration playbook, and ADR-031","0","none","bifrost-docs","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/cherry-batch-2-2026-06-24","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fcherry-batch-2-2026-06-24","74a22ce5dd4c6ee844a3dc7874fe3c400566c94d","4622","224","False","False","not-run","6/24/2026 11:09:30 PM","Diego Rodrigues de Sa e Souza","fix(ci): upstream d59cd1439 electron-release contents:write is no-op for KP fork (file deleted)","0","none","cherry-batch","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/cherry-batch-3-clean-2026-06-25","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fcherry-batch-3-clean-2026-06-25","6719e3cc33babf3ce82b646a20d6a6900c211d17","4621","224","False","False","not-run","6/25/2026 1:04:30 AM","Koosha Pari","feat(compression): cherry-pick Indonesian caveman rules pack (c9b5b1a89)","0","none","cherry-batch-3-clean","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/cherry-batch-2026-06-24","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fcherry-batch-2026-06-24","9612c578ac9a738b88ad70debb1285a38f28d7c5","4520","224","False","False","not-run","6/24/2026 7:36:11 PM","PizzaV","feat(mimocode): upstream f42e8fa75 per-account proxy is no-op for KP fork (already ahead)","0","none","cherry-batch","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/chore/ts-nocheck-usage-tracking","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fchore%2Fts-nocheck-usage-tracking","13b0ac44baf538bae8babd4dd2f7ee19e6c45a59","4544","224","False","False","not-run","7/4/2026 3:58:48 AM","KooshaPari","chore(open-sse): remove @ts-nocheck from usageTracking.ts (Category A)","0","none","chore-ts-nocheck-usage-tracking","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/codex/cliproxy-model-mapping","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fcodex%2Fcliproxy-model-mapping","f6aa6515fe6d86be9aaff0cd4cdabcb3f1fe6520","4568","224","False","False","not-run","7/2/2026 7:30:03 PM","KooshaPari","feat: apply cliproxy model mappings in proxy dispatch","0","none","cliproxy-model-mapping","duplicate","retain-one-tip;archive-duplicates-after-review","high","identical tip shared by: codex/cliproxy-model-mapping, upstream-pr/codex/cliproxy-model-mapping"
"upstream-pr/codex/model-latency-stats-api","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fcodex%2Fmodel-latency-stats-api","25b0a737642bf5dd20e9cfc75cd371560da06092","4638","224","False","False","not-run","7/3/2026 6:16:54 PM","KooshaPari","feat: expose model latency stats api","0","none","model-latency-stats-api","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/codex/provider-model-performance-snapshots","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fcodex%2Fprovider-model-performance-snapshots","1b3509c6e6cff1336d6ad194db2d588c662477e9","4568","224","False","False","not-run","7/2/2026 8:36:58 PM","KooshaPari","feat: feed provider model performance snapshots into routing","0","none","provider-model-performance-snapshots","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/codex/relay-observability-headers","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fcodex%2Frelay-observability-headers","2cfe0b9c25986ca1caff4bd438dc92b35928ffa0","4638","224","False","False","not-run","7/3/2026 9:36:22 PM","KooshaPari","feat: normalize relay routing observability headers","0","none","relay-observability-headers","duplicate","retain-one-tip;archive-duplicates-after-review","high","identical tip shared by: codex/relay-observability-headers, upstream-pr/codex/relay-observability-headers"
"upstream-pr/codex/vibeproxy-provider-preset","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fcodex%2Fvibeproxy-provider-preset","4243fac75d5585845d7596f26e612c34252cfe44","4638","224","False","False","not-run","7/3/2026 2:38:45 PM","KooshaPari","feat: add vibeproxy provider node preset","0","none","vibeproxy-provider-preset","duplicate","retain-one-tip;archive-duplicates-after-review","high","identical tip shared by: codex/vibeproxy-provider-preset, upstream-pr/codex/vibeproxy-provider-preset"
"upstream-pr/diego-mimocode-fix","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fdiego-mimocode-fix","d0fbac47961d1ce39262d2f680435a0094e45745","4560","224","False","False","not-run","6/27/2026 11:22:03 PM","KooshaPari","test(auth): regression guards for mimocode/opencode synthetic no-auth + dedup determinism","0","none","diego-mimocode-fix","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/docs/issue-router-rfcs","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fdocs%2Fissue-router-rfcs","1334c35b95e15f7aa92f0057ff774147f1d1efac","4547","224","False","False","not-run","7/4/2026 1:11:29 AM","KooshaPari","docs: add RFC frontmatter","0","none","docs-issue-router-rfcs","duplicate","retain-one-tip;archive-duplicates-after-review","high","identical tip shared by: docs/issue-router-rfcs, upstream-pr/docs/issue-router-rfcs"
"upstream-pr/feat/open-sse-agent-index-6065-v2","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Ffeat%2Fopen-sse-agent-index-6065-v2","36b6557aa31b2cd169dfe722b81d1c08d8e678c0","4545","224","False","False","not-run","7/3/2026 10:06:31 PM","KooshaPari","fix(open-sse): resolve 6 false-positive drift findings by extending the gate's allowlists","0","none","feat-open-sse-agent-index-6065","duplicate","retain-one-tip;archive-duplicates-after-review","high","identical tip shared by: feat/open-sse-agent-index-6065-v2, upstream-pr/feat/open-sse-agent-index-6065-v2"
"upstream-pr/feat/6144-onboarding-id-redirect","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Ffeat%2F6144-onboarding-id-redirect","4223f9a34acbe0e7896b95ab3e2994a986f6c7d9","4544","224","False","False","not-run","7/4/2026 1:00:37 AM","KooshaPari","fix(dashboard): use connection.id (UUID) not connection.provider (category) in onboarding wizard href (issue #6144)","0","none","feat-6144-onboarding-id-redirect","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/incident-response","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fincident-response","57d78f893ae670e96a9f078455e3c30f728987f9","4564","224","False","False","not-run","6/23/2026 6:50:51 PM","KooshaPari","docs(ops): add canonical incident response runbook","0","none","incident-response","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/kill-switch-extraction","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fkill-switch-extraction","4cd7e502866c5f50841b3b028c0a7129b6b9d253","4665","224","False","False","not-run","6/29/2026 2:59:32 PM","Koosha Pari","feat(relay): Bifrost kill switch (auto-fallback on degradation)","0","none","kill-switch-extraction","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/koosha/sidecar-provider-manifest-client","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fkoosha%2Fsidecar-provider-manifest-client","82eedc4a4e19b6226621788c5b9e8d876d9a9481","4702","224","False","False","not-run","7/4/2026 1:34:38 AM","KooshaPari","fix(dast): guard key devices unsupported methods","0","none","sidecar-provider-manifest-client","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/l1a-dispatch-2026-06-27","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fl1a-dispatch-2026-06-27","b448fe9f3d7ae1144de3aab545b364eabded7257","4660","224","False","False","not-run","6/27/2026 5:48:15 PM","Koosha Pari","feat(dispatch): L1a chatCore.ts Bifrost integration + dispatcher-facing executor factory","0","none","l1a-dispatch","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/log-buffer-cap-2026-06-24","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Flog-buffer-cap-2026-06-24","961dd78ad1b8c4fd4c2713711753eef7ea8f211b","4519","224","False","False","not-run","6/24/2026 4:14:19 AM","Forge","fix(logs): raise call log pipeline buffer cap","0","none","log-buffer-cap","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/openapi-redoc","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fopenapi-redoc","68dfefa3d60e6506002cd98d43dace4697d57e1c","4553","224","False","False","not-run","6/23/2026 6:29:23 AM","KooshaPari","feat(api-docs): Redoc-rendered /api/docs + consolidate OpenAPI spec to docs/openapi.yaml","0","none","openapi-redoc","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/perf-budgets","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fperf-budgets","abcdcc83c2f0b57255c1ab1ae0ab9ea5c4138c61","4565","224","False","False","not-run","6/23/2026 6:51:20 PM","KooshaPari","docs(perf): add per-endpoint p50/p95/p99 latency + cost budgets","0","none","perf-budgets","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/pr-template","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fpr-template","cadc3f10b76a51fa5800e4ae550e0f33fbed6465","4518","224","False","False","not-run","6/23/2026 1:06:18 PM","Diego Rodrigues de Sa e Souza","Release v3.8.35 (#4743)","0","none","pr-template","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/refactor-apikey-providers","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Frefactor-apikey-providers","56eec89707a00340c5d469d701c718849e5ade30","4595","224","False","False","not-run","6/24/2026 3:05:46 AM","KooshaPari","refactor(constants): extract APIKEY_PROVIDERS (1,820 LOC) to co-located file","0","none","refactor-apikey-providers","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/refactor-token-refresh","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Frefactor-token-refresh","041fe9d642c136882275ec8745b3d125614229c4","4595","224","False","False","not-run","6/24/2026 3:07:23 AM","KooshaPari","refactor(tokenRefresh): extract 12 per-provider refresh functions to co-located files","0","none","refactor-token-refresh","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/security-sweep-2026-06-24","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fsecurity-sweep-2026-06-24","df8e654fd0768de98c4ae0aed0f417b1e7999a3a","4522","224","False","False","not-run","6/24/2026 5:22:45 PM","Koosha Pari","fix(security): upstream Codex imageHelper SSRF guard 971a0467c is no-op for KP fork","0","none","security-sweep","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"upstream-pr/threat-model","https://github.com/KooshaPari/OmniRoute/tree/upstream-pr%2Fthreat-model","c8158a51cd0d358a3afc7367482458ce3fade9c7","4518","224","False","False","not-run","6/23/2026 4:26:53 PM","KooshaPari","docs(security): add canonical STRIDE-based threat model","0","none","threat-model","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"v3.8.34","https://github.com/KooshaPari/OmniRoute/tree/v3.8.34","3db40067c8a8f091e49e341ead355a5c959cd008","4520","224","False","False","not-run","6/30/2026 2:38:29 AM","KooshaPari","test(geminiHelper): add 49 unit tests for pure translation helpers (#159)","0","none","v3-8-34","archive","retain-as-read-only-donor","medium","patch identity and subsystem scan incomplete"
"wip/stash-recover-0-2026-06-26","https://github.com/KooshaPari/OmniRoute/tree/wip%2Fstash-recover-0-2026-06-26","e6880a6e2dd4bd465e3fcc66d07c4b2e2467a6cc","4622","224","False","False","not-run","6/25/2026 5:29:18 PM","Koosha Pari","WIP on main: e4d751ed1 chore(orch-v12-s4-020): dependency audit for OmniRoute (#96)","0","none","wip-stash-recover","archive","retain-as-read-only-donor","medium","patch identity and subsystem scan incomplete"
"wip/2026-06-18-omniroute-local","https://github.com/KooshaPari/OmniRoute/tree/wip%2F2026-06-18-omniroute-local","b6af70090cc54f4f33ddb15fb55f1cf86759235a","4616","224","False","False","not-run","6/18/2026 2:11:38 AM","KooshaPari","feat(router): Bifrost Tier-1 router integration (ADR-031, L5-110)","0","none","wip-2026-06-18-omniroute-local","archive","retain-as-read-only-donor","medium","patch identity and subsystem scan incomplete"
